srcStateName,srcDistrictName,TRU,Country,StateCode,StateName,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,srcYear,YearCode,Year
Gujarat,Amreli,Rural,India,24,GUJARAT,439,AMRELI,1129861,,,573880,,,555981,,,219605,,,,,690235.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Amreli,Total,India,24,GUJARAT,439,AMRELI,1516496,386635,1129861,772375,198495,573880,744121,188140,555981,295401,75796,219605,31280,690235.94,717441.5100097656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Amreli,Urban,India,24,GUJARAT,439,AMRELI,386635,,,198495,,,188140,,,75796,,,,,31280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Anand,Rural,India,24,GUJARAT,440,ANAND,1443667,,,751246,,,692421,,,294870,,,,,262175.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Anand,Total,India,24,GUJARAT,440,ANAND,2078654,634987,1443667,1079971,328725,751246,998683,306262,692421,424817,129947,294870,29999,262175.03,292174.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Anand,Urban,India,24,GUJARAT,440,ANAND,634987,,,328725,,,306262,,,129947,,,,,29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Banaskantha,Rural,India,24,GUJARAT,441,BANAS KANTHA,2705591,,,1393741,,,1311850,,,478438,,,,,1020701.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Banaskantha,Total,India,24,GUJARAT,441,BANAS KANTHA,3120506,414915,2705591,1610379,216638,1393741,1510127,198277,1311850,560411,81973,478438,19825,1.0207013e+06,1040526.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Banaskantha,Urban,India,24,GUJARAT,441,BANAS KANTHA,414915,,,216638,,,198277,,,81973,,,,,19825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bharuch,Rural,India,24,GUJARAT,442,BHARUCH,1026060,,,529393,,,496667,,,217298,,,,,507683.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bharuch,Total,India,24,GUJARAT,442,BHARUCH,1551019,524959,1026060,805707,276314,529393,745312,248645,496667,333483,116185,217298,16979,507683.72,524662.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bharuch,Urban,India,24,GUJARAT,442,BHARUCH,524959,,,276314,,,248645,,,116185,,,,,16979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bhavnagar,Rural,India,24,GUJARAT,443,BHAVNAGAR,1394163,,,713684,,,680479,,,246996,,,,,619579.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bhavnagar,Total,India,24,GUJARAT,443,BHAVNAGAR,2401917,1007754,1394163,1244479,530795,713684,1157438,476959,680479,449825,202829,246996,31352,619579.6,650931.6103515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Bhavnagar,Urban,India,24,GUJARAT,443,BHAVNAGAR,1007754,,,530795,,,476959,,,202829,,,,,31352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Dohad,Rural,India,24,GUJARAT,445,DOHAD,1935461,,,970963,,,964498,,,298702,,,,,357853.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Dohad,Total,India,24,GUJARAT,445,DOHAD,2127086,191625,1935461,1068651,97688,970963,1058435,93937,964498,334272,35570,298702,4996,357853.8,362849.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Dohad,Urban,India,24,GUJARAT,445,DOHAD,191625,,,97688,,,93937,,,35570,,,,,4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Gandhinagar,Rural,India,24,GUJARAT,446,GANDHINAGAR,791126,,,408436,,,382690,,,161994,,,,,172474.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Gandhinagar,Total,India,24,GUJARAT,446,GANDHINAGAR,1395144,604018,791126,725577,317141,408436,669567,286877,382690,290697,128703,161994,37659,172474.58,210133.578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Gandhinagar,Urban,India,24,GUJARAT,446,GANDHINAGAR,604018,,,317141,,,286877,,,128703,,,,,37659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Jamnagar,Rural,India,24,GUJARAT,447,JAMNAGAR,660013,,,338244,,,321769,,,131129,,,,,561461.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Jamnagar,Total,India,24,GUJARAT,447,JAMNAGAR,1409060,749047,660013,728255,390011,338244,680805,359036,321769,287842,156713,131129,27336,561461.8,588797.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Jamnagar,Urban,India,24,GUJARAT,447,JAMNAGAR,749047,,,390011,,,359036,,,156713,,,,,27336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Junagadh,Rural,India,24,GUJARAT,448,JUNAGADH,952287,,,490507,,,461780,,,192765,,,,,453991.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Junagadh,Total,India,24,GUJARAT,448,JUNAGADH,1525690,573403,952287,784434,293927,490507,741256,279476,461780,311085,118320,192765,32105,453991.06,936.5700073242188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Junagadh,Urban,India,24,GUJARAT,448,JUNAGADH,573403,,,293927,,,279476,,,118320,,,,,32105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kachchh,Rural,India,24,GUJARAT,449,KACHCHH,1363836,,,713524,,,650312,,,286001,,,,,1705024.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kachchh,Total,India,24,GUJARAT,449,KACHCHH,2092371,728535,1363836,1096737,383213,713524,995634,345322,650312,445672,159671,286001,29206,1.7050249e+06,1734230.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kachchh,Urban,India,24,GUJARAT,449,KACHCHH,728535,,,383213,,,345322,,,159671,,,,,29206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kheda,Rural,India,24,GUJARAT,450,KHEDA,1593819,,,820788,,,773031,,,323214,,,,,324158.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kheda,Total,India,24,GUJARAT,450,KHEDA,2067860,474041,1593819,1065758,244970,820788,1002102,229071,773031,420726,97512,323214,18012,324158.97,342170.9626464844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Kheda,Urban,India,24,GUJARAT,450,KHEDA,474041,,,244970,,,229071,,,97512,,,,,18012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Mehsana,Rural,India,24,GUJARAT,451,MAHESANA,1526281,,,789998,,,736283,,,317641,,,,,422831.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Mehsana,Total,India,24,GUJARAT,451,MAHESANA,2040611,514330,1526281,1059343,269345,789998,981268,244985,736283,425584,107943,317641,18833,422831.53,441664.5163574219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Mehsana,Urban,India,24,GUJARAT,451,MAHESANA,514330,,,269345,,,244985,,,107943,,,,,18833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Narmada,Rural,India,24,GUJARAT,452,NARMADA,524862,,,267451,,,257411,,,108191,,,,,267885.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Narmada,Total,India,24,GUJARAT,452,NARMADA,586734,61872,524862,299129,31678,267451,287605,30194,257411,121403,13212,108191,2513,267885.94,270398.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Narmada,Urban,India,24,GUJARAT,452,NARMADA,61872,,,31678,,,30194,,,13212,,,,,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Navsari,Rural,India,24,GUJARAT,453,NAVSARI,920535,,,464749,,,455786,,,203297,,,,,214093.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Navsari,Total,India,24,GUJARAT,453,NAVSARI,1329672,409137,920535,678165,213416,464749,651507,195721,455786,295131,91834,203297,7275,214093.69,221368.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Navsari,Urban,India,24,GUJARAT,453,NAVSARI,409137,,,213416,,,195721,,,91834,,,,,7275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Panchmahal,Rural,India,24,GUJARAT,454,PANCH MAHALS,1363860,,,698886,,,664974,,,247168,,,,,314447.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Panchmahal,Total,India,24,GUJARAT,454,PANCH MAHALS,1642268,278408,1363860,843239,144353,698886,799029,134055,664974,303816,56648,247168,8869,314447.6,323316.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Panchmahal,Urban,India,24,GUJARAT,454,PANCH MAHALS,278408,,,144353,,,134055,,,56648,,,,,8869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Patan,Rural,India,24,GUJARAT,455,PATAN,1062653,,,548324,,,514329,,,209082,,,,,560139.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Patan,Total,India,24,GUJARAT,455,PATAN,1343734,281081,1062653,694397,146073,548324,649337,135008,514329,267633,58551,209082,13808,560139.9,573947.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Patan,Urban,India,24,GUJARAT,455,PATAN,281081,,,146073,,,135008,,,58551,,,,,13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Porbandar,Rural,India,24,GUJARAT,456,PORBANDAR,299030,,,152894,,,146136,,,63221,,,,,197697.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Porbandar,Total,India,24,GUJARAT,456,PORBANDAR,584704,285674,299030,299843,146949,152894,284861,138725,146136,124373,61152,63221,17833,197697.62,215530.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Porbandar,Urban,India,24,GUJARAT,456,PORBANDAR,285674,,,146949,,,138725,,,61152,,,,,17833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Rajkot,Rural,India,24,GUJARAT,457,RAJKOT,1154198,,,592729,,,561469,,,230669,,,,,706109.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Rajkot,Total,India,24,GUJARAT,457,RAJKOT,3041852,1887654,1154198,1581476,988747,592729,1460376,898907,561469,636589,405920,230669,64228,706109.75,770337.7353515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Rajkot,Urban,India,24,GUJARAT,457,RAJKOT,1887654,,,988747,,,898907,,,405920,,,,,64228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Sabarkantha,Rural,India,24,GUJARAT,458,SABAR KANTHA,1167916,,,597550,,,570366,,,229320,,,,,395348.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Sabarkantha,Total,India,24,GUJARAT,458,SABAR KANTHA,1405074,237158,1167916,720235,122685,597550,684839,114473,570366,278187,48867,229320,16728,395348.28,412076.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Sabarkantha,Urban,India,24,GUJARAT,458,SABAR KANTHA,237158,,,122685,,,114473,,,48867,,,,,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surat,Rural,India,24,GUJARAT,459,SURAT,1232109,,,640060,,,592049,,,269680,,,,,367481.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surat,Total,India,24,GUJARAT,459,SURAT,6081322,4849213,1232109,3402224,2762164,640060,2679098,2087049,592049,1333200,1063520,269680,48887,367481.25,416368.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surat,Urban,India,24,GUJARAT,459,SURAT,4849213,,,2762164,,,2087049,,,1063520,,,,,48887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surendranagar,Rural,India,24,GUJARAT,460,SURENDRANAGAR,1089044,,,561787,,,527257,,,208816,,,,,869700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surendranagar,Total,India,24,GUJARAT,460,SURENDRANAGAR,1553936,464892,1089044,805590,243803,561787,748346,221089,527257,304725,95909,208816,22052,869700,891752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Surendranagar,Urban,India,24,GUJARAT,460,SURENDRANAGAR,464892,,,243803,,,221089,,,95909,,,,,22052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Tapi,Rural,India,24,GUJARAT,641,TAPI,727535,,,361548,,,365987,,,160028,,,,,300499.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Tapi,Total,India,24,GUJARAT,641,TAPI,807022,79487,727535,402188,40640,361548,404834,38847,365987,177091,17063,160028,3479,300499.97,303978.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,Tapi,Urban,India,24,GUJARAT,641,TAPI,79487,,,40640,,,38847,,,17063,,,,,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
